Geneid,group1_1,group1_2,group1_3,group2_1,group2_2,group2_3,group3_1,group3_2,group3_3
ENSMUSG00000030166,5.41824833044064,5.35250234083958,5.34690525232012,5.05591950201724,5.12899465993329,5.05787808853395,4.8147341920144,4.88146400798255,4.88548313171122
ENSMUSG00000033918,7.04685481891995,7.09239058245848,7.07979293379584,6.87178276787917,6.84979242093636,6.79562958968054,6.7851483059751,6.61473448990191,6.69926661361147
ENSMUSG00000025213,3.81981707991479,3.89617323720214,3.96091154677424,3.44627772298385,3.6077266271847,3.67420887088912,4.20170304773196,4.4114046234022,4.59972794814706
ENSMUSG00000020153,6.81749127755278,6.91062895475221,6.89216342343112,6.94626358817202,6.97090943807057,6.86961943350663,6.9180619483148,6.88660219481311,6.97123139035617
ENSMUSG00000001029,1.1814374484884,1.42264297085652,2.18380767880712,0.495870873206105,0.096869289397422,0.925388669948882,1.08308270983656,0.579705005141943,0.658705688868413
ENSMUSG00000046108,4.86559530760595,5.10215173878955,5.05417462185445,5.01653097828908,5.14786245042925,5.10847946385547,5.26379063084485,5.29465386591537,5.41431484017342
ENSMUSG00000007610,6.98786327673546,6.7607581873332,6.78971336347309,6.74675339008762,6.80591911071327,6.86144666123941,6.8205007839733,6.82681216906022,6.76105916091817
ENSMUSG00000020537,-1.82921406621339,-1.80424080146146,-1.6422316091009,-1.66578497979605,-3.11719409576154,-2.46051036477014,-1.65823956364169,-5.91818058697846,-3.05075729639468
ENSMUSG00000025885,7.09446932686457,7.55533553985258,7.5705289977758,7.00110671676978,7.12100018854247,6.998186242793,6.92797879225718,6.9169972410245,6.99733724030122
ENSMUSG00000001100,5.89839951375074,5.85770044688127,5.9597620553267,5.48046025493794,5.59746119753122,5.59311653576479,5.139568494147,5.12171503689867,5.14668750902743
ENSMUSG00000089798,6.62378699619098,6.88038858265974,6.87620771035223,6.5287004551029,6.53663479334099,6.47031980931398,6.73406225648815,6.63681704584741,6.71030901256314
ENSMUSG00000046314,-3.59497426461621,-3.57371624476637,-4.41367997749173,-3.59247852694305,-3.60219548516682,-2.46051036477014,-5.91818058697846,-2.72832563579977,-3.54011180084917
ENSMUSG00000054008,7.39246682567595,7.26648924663742,7.31212405286518,7.26161649469136,7.25040491848425,7.25527557710097,7.49604245796976,7.5116198670427,7.43198940218224
ENSMUSG00000052760,-1.52434159317489,-2.19176854099903,-2.12523666242994,-3.10678250822661,-1.40172725248077,-1.83254134839644,-2.73698076036297,-1.64902154522516,-1.09597935568848
ENSMUSG00000068882,9.58665265842531,9.99006821698895,9.98670349432337,8.38266264995215,8.52977861168259,8.35869426566394,8.45184262660359,8.3228591035539,8.24845405289409
ENSMUSG00000021143,-3.10945617880466,-2.43316669230403,-4.41367997749173,-3.59247852694305,-2.46550426968483,-4.33450956666073,-2.73698076036297,-1.99037073484158,-1.94600129811173
ENSMUSG00000048406,5.49757311466835,5.49524791012175,5.5607263420481,5.42024793082427,5.39688128586584,5.4695138205568,5.3130553552422,5.26849011136166,5.24107963869099
ENSMUSG00000072623,4.48536196432958,4.71817212766292,4.87308235942968,4.9043158422565,4.91438197443278,4.90245366021908,5.12722591947308,5.0978565169991,5.22242055970152
ENSMUSG00000089755,7.35210505092533,7.17113429212639,7.33619439936482,6.85987994769936,6.85554266790033,6.85693182329706,6.82305385392553,6.68847562688002,6.63117617762371
ENSMUSG00000027500,-0.559069919887325,-0.761577589299973,-0.483316154865866,0.353260722644343,-0.092592420679136,-0.493808395383557,-0.776580253923425,-0.610946507059269,-0.121706040461704
ENSMUSG00000021039,4.35837620390967,4.39184280527792,4.53026713804404,3.95843554178745,4.00660921769334,3.9300706969695,3.73653331095845,3.61791854561365,3.58410367840588
ENSMUSG00000037151,5.17551270404427,5.6002749705131,5.64021664567552,5.14113743332554,5.24494110674462,5.25543214753656,5.26879349849289,5.32761047666509,5.37382304643142
ENSMUSG00000070304,-0.083720978306294,0.131874530105379,0.150952687312565,-0.628183180775427,-0.253041714052381,0.587697705866681,0.602153341114356,-0.470030930569645,0.30044699994931
ENSMUSG00000029027,6.4587277174306,6.08756592924474,6.26004257102413,6.27790203565865,6.22127531714675,6.25948030743266,6.45067183896589,6.33873483186241,6.24737153859165
ENSMUSG00000028545,6.1484961368579,6.10251265400204,6.10055617620595,6.03745449170026,6.13946806659788,6.19003921614696,6.00251139246574,5.93829122387126,5.91111290271901
ENSMUSG00000071068,-2.21626609146149,-1.80424080146146,-1.6422316091009,-2.45446113563835,-2.01822586779079,-1.83254134839644,-2.20603415129039,-3.57830319347518,-1.45927233591244
ENSMUSG00000032607,4.88996575094855,4.38020792370436,4.44227594068313,4.77040433539659,4.64139712096976,4.94638900938123,4.8147341920144,4.89781214478732,4.72052171701065
ENSMUSG00000050526,4.42437855365051,4.40568192624782,4.51309300034311,4.19112980616327,4.32350641431866,4.35717072115817,4.5467296467347,4.46943335519321,4.49257064411409
ENSMUSG00000003382,7.53938618115182,9.12338783700496,8.86020251313254,7.88672712532985,7.65570573701683,8.46904260901841,8.37678888620611,9.0668004113885,9.18262722545773
ENSMUSG00000034211,6.67142861436939,6.27200563774836,6.15139051166379,7.53684405381304,7.7690717509476,7.77173445095199,6.55674181334722,6.50108955559075,6.85187315255296
ENSMUSG00000028672,9.67905327894741,10.0074729323512,10.0147689268998,9.32370781498915,9.27287044723755,9.36654785342654,9.66040249157101,9.69267204005058,9.56161325922049
ENSMUSG00000047220,-1.66873950657925,-2.19176854099903,-1.39166269107312,-1.66578497979605,-2.46550426968483,-2.46051036477014,-1.51378635606863,-1.80962397604886,-1.60400479843096
ENSMUSG00000075031,3.49492566382478,3.37901669393819,3.4732810839555,3.6159595119823,3.5920663927674,3.65163695002126,3.50174659028504,3.36392835962493,3.48471009125986
ENSMUSG00000016356,2.97519736218078,2.39986502998675,2.82693103467949,2.59827508340086,2.9354897697489,2.97166954383991,3.40509031957195,3.18366505356806,3.18219721822805
ENSMUSG00000028602,7.15571695103201,7.04675353625155,7.04370353490088,7.30039848611422,7.31830536245272,7.14108439251741,7.32556724537796,7.40442869740649,7.45557711746134
ENSMUSG00000082117,-0.962438177244204,-0.936767005129984,-0.545931304142343,-1.82627881033578,-0.567879418184552,-1.67208868122481,-0.696390406349627,-1.14171466711468,-0.177251644742328
ENSMUSG00000049588,4.54387178356661,4.01529311358064,4.20384786675317,4.45830841987712,4.48907753352355,4.66014159257743,4.16460661854514,4.1581263287829,3.92472173383627
ENSMUSG00000030347,1.51803601848217,2.18129399405517,2.23125520547501,1.28617564471145,1.44075421424636,1.25980422067902,1.27431945187749,1.15933665001016,0.971235942035481
ENSMUSG00000001098,5.17154197922578,5.04729476426265,5.07513022642206,5.1878523403155,5.33000863615501,5.34491148894556,5.21408136365377,5.21469461489257,5.21569768261908
ENSMUSG00000053286,4.73715680805724,4.59876011295315,4.50152893294366,4.80506541078726,4.8696189980352,4.90085952307385,4.60327391465605,4.57486456767275,4.62227127345575
ENSMUSG00000034731,5.61235889520747,5.57905834122502,5.69285529941465,4.06237862142563,4.42643596576888,4.66014159257743,5.00962332812755,4.65399119760347,4.88209045496177
ENSMUSG00000000439,-2.74683540266902,-2.43316669230403,-4.41367997749173,-2.45446113563835,-3.60219548516682,-3.59780240736701,-1.99945373131902,-1.99037073484158,-2.68600978564548
ENSMUSG00000039903,6.1922677760341,6.69042472566872,6.62362341533508,5.86830350359541,6.01800243196769,5.91553797994819,5.86557054462133,5.87694195518701,6.16112265624206
ENSMUSG00000015365,8.13929245373104,8.23929711133368,8.31328971424583,7.63041259150305,7.67812967521819,7.67642111904318,7.59122529531718,7.4296652003837,7.38122324675154
ENSMUSG00000030222,4.22168740386968,3.35068045183576,3.29719808273795,4.1806087069711,4.48059733531877,4.35949389956636,4.1292843456161,4.13072348877832,4.12457239252337
ENSMUSG00000090104,-0.135252297609715,-0.846514728209607,-1.39166269107312,-1.82627881033578,-0.880993249041888,-2.21952938047681,-0.861491014214944,-0.767130875873092,-1.3277448852524
ENSMUSG00000018412,7.74374712083702,7.87304174201288,7.8250238726939,8.61785566468762,8.48689087117425,8.53347401396593,8.27743417182425,8.43730573246185,8.34925748207653
ENSMUSG00000064380,-2.74683540266902,-1.80424080146146,-3.21512569004097,-1.05564603738798,-0.433594480090868,-1.52770849031364,-3.58610119255779,-1.37318348351109,-1.76489273688141
ENSMUSG00000015852,6.98823956657826,7.06830310535649,7.07199551910385,6.88884907576874,6.92906146647242,6.88663301837876,6.98380957462728,6.72924169686729,6.97800092407103
