"adj.P.Val_LWT_MCD.LWT_CTRL";"adj.P.Val_LKO_MCD.LKO_CTRL";"adj.P.Val_LKO_MCD.LWT_MCD";"adj.P.Val_LKO_CTRL.LWT_CTRL";"adj.P.Val_.LWT_MCD.LWT_CTRL...LKO_MCD.LKO_CTRL."
"9383";"10158";"";"";""
"9384";"10161";"";"";""
"9387";"10162";"";"";""
"9388";"10163";"";"";""
"9389";"10164";"";"";""
"9390";"10165";"";"";""
"9391";"10166";"";"";""
"9392";"10169";"";"";""
"9393";"10171";"";"";""
"9396";"10179";"";"";""
"9397";"10180";"";"";""
"9398";"10181";"";"";""
"9400";"10182";"";"";""
"9405";"10183";"";"";""
"9413";"10185";"";"";""
"9414";"10187";"";"";""
"9416";"10190";"";"";""
"9417";"10191";"";"";""
"9421";"10197";"";"";""
"9422";"10198";"";"";""
"9423";"10201";"";"";""
"9424";"10202";"";"";""
"9427";"10207";"";"";""
"9429";"10208";"";"";""
"9430";"10211";"";"";""
"9432";"10217";"";"";""
"9433";"10218";"";"";""
"9435";"10220";"";"";""
"9438";"10223";"";"";""
"9439";"10225";"";"";""
"9440";"10227";"";"";""
"9441";"10231";"";"";""
"9442";"10232";"";"";""
"9443";"10238";"";"";""
"9446";"10239";"";"";""
"9447";"10242";"";"";""
"9448";"10244";"";"";""
"9449";"10247";"";"";""
"9450";"10249";"";"";""
"9454";"10252";"";"";""
"9455";"10259";"";"";""
"9456";"10262";"";"";""
"9461";"10263";"";"";""
"9462";"10264";"";"";""
"9464";"10268";"";"";""
"9465";"10269";"";"";""
"9468";"10270";"";"";""
"9470";"10271";"";"";""
"9471";"10273";"";"";""
"9475";"10274";"";"";""
"9477";"10279";"";"";""
"9478";"10280";"";"";""
"9479";"10282";"";"";""
"9484";"10283";"";"";""
"9485";"10284";"";"";""
"9486";"10285";"";"";""
"9489";"10287";"";"";""
"9490";"10289";"";"";""
"9491";"10292";"";"";""
"9496";"10294";"";"";""
"9499";"10295";"";"";""
"9500";"10296";"";"";""
"9503";"10299";"";"";""
"9504";"10300";"";"";""
"9506";"10301";"";"";""
"9508";"10302";"";"";""
"9510";"10303";"";"";""
"9511";"10306";"";"";""
"9513";"10307";"";"";""
"9514";"10309";"";"";""
"9515";"10313";"";"";""
"9516";"10314";"";"";""
"9517";"10315";"";"";""
"9518";"10317";"";"";""
"9519";"10320";"";"";""
"9520";"10323";"";"";""
"9525";"10327";"";"";""
"9529";"10329";"";"";""
"9531";"10335";"";"";""
"9532";"10336";"";"";""
"9534";"10338";"";"";""
"9535";"10343";"";"";""
"9536";"10344";"";"";""
"9538";"10346";"";"";""
"9540";"10347";"";"";""
"9543";"10348";"";"";""
"9544";"10351";"";"";""
"9550";"10352";"";"";""
"9552";"10356";"";"";""
"9554";"10357";"";"";""
"9555";"10358";"";"";""
"9557";"10360";"";"";""
"9558";"10363";"";"";""
"9559";"10364";"";"";""
"9560";"10367";"";"";""
"9561";"10368";"";"";""
"9562";"10369";"";"";""
"9565";"10371";"";"";""
"9566";"10373";"";"";""
"9567";"10375";"";"";""
"9568";"10377";"";"";""
"9570";"10378";"";"";""
"9571";"10379";"";"";""
"9573";"10382";"";"";""
"9574";"10383";"";"";""
"9577";"10389";"";"";""
"9578";"10390";"";"";""
"9582";"10391";"";"";""
"9584";"10392";"";"";""
"9585";"10393";"";"";""
"9586";"10395";"";"";""
"9587";"10403";"";"";""
"9588";"10406";"";"";""
"9590";"10410";"";"";""
"9591";"10411";"";"";""
"9592";"10412";"";"";""
"9595";"10413";"";"";""
"9597";"10417";"";"";""
"9599";"10418";"";"";""
"9602";"10421";"";"";""
"9603";"10422";"";"";""
"9604";"10427";"";"";""
"9606";"10429";"";"";""
"9609";"10430";"";"";""
"9611";"10431";"";"";""
"9612";"10433";"";"";""
"9618";"10435";"";"";""
"9621";"10436";"";"";""
"9622";"10437";"";"";""
"9623";"10440";"";"";""
"9624";"10442";"";"";""
"9626";"10443";"";"";""
"9627";"10446";"";"";""
"9630";"10447";"";"";""
"9633";"10449";"";"";""
"9635";"10450";"";"";""
"9636";"10455";"";"";""
"9643";"10456";"";"";""
"9644";"10459";"";"";""
"9646";"10460";"";"";""
"9648";"10461";"";"";""
"9650";"10462";"";"";""
"9654";"10463";"";"";""
"9655";"10464";"";"";""
"9656";"10468";"";"";""
"9657";"10469";"";"";""
"9658";"10470";"";"";""
"9659";"10471";"";"";""
"9660";"10472";"";"";""
"9661";"10474";"";"";""
"9667";"10475";"";"";""
"9668";"10476";"";"";""
"9669";"10478";"";"";""
"9670";"10479";"";"";""
"9672";"10482";"";"";""
"9673";"10483";"";"";""
"9674";"10484";"";"";""
"9675";"10486";"";"";""
"9676";"10488";"";"";""
"9679";"10489";"";"";""
"9680";"10490";"";"";""
"9681";"10494";"";"";""
"9683";"10495";"";"";""
"9686";"10497";"";"";""
"9689";"10500";"";"";""
"9690";"10505";"";"";""
"9691";"10506";"";"";""
"9693";"10511";"";"";""
"9694";"10513";"";"";""
"9696";"10515";"";"";""
"9697";"10517";"";"";""
"9700";"10518";"";"";""
"9701";"10521";"";"";""
"9702";"10522";"";"";""
"9704";"10523";"";"";""
"9705";"10528";"";"";""
"9709";"10532";"";"";""
"9714";"10533";"";"";""
"9718";"10535";"";"";""
"9719";"10536";"";"";""
"9722";"10538";"";"";""
"9727";"10539";"";"";""
"9728";"10540";"";"";""
"9729";"10542";"";"";""
"9730";"10545";"";"";""
"9731";"10546";"";"";""
"9732";"10548";"";"";""
"9733";"10549";"";"";""
"9735";"10550";"";"";""
"9736";"10551";"";"";""
"9737";"10555";"";"";""
"9738";"10556";"";"";""
"9739";"10558";"";"";""
"9740";"10559";"";"";""
"9741";"10560";"";"";""
"9744";"10564";"";"";""
"9749";"10566";"";"";""
"9751";"10569";"";"";""
"9754";"10572";"";"";""
"9757";"10574";"";"";""
"9758";"10575";"";"";""
"9761";"10577";"";"";""
"9764";"10578";"";"";""
"9765";"10581";"";"";""
"9766";"10582";"";"";""
"9767";"10588";"";"";""
"9768";"10589";"";"";""
"9770";"10590";"";"";""
"9771";"10595";"";"";""
"9774";"10600";"";"";""
"9777";"10603";"";"";""
"9779";"10604";"";"";""
"9780";"10606";"";"";""
"9785";"10618";"";"";""
"9791";"10619";"";"";""
"9792";"10621";"";"";""
"9794";"10623";"";"";""
"9797";"10626";"";"";""
"9800";"10629";"";"";""
"9802";"10633";"";"";""
"9804";"10634";"";"";""
"9809";"10635";"";"";""
"9810";"10638";"";"";""
"9812";"10640";"";"";""
"9813";"10645";"";"";""
"9814";"10648";"";"";""
"9817";"10650";"";"";""
"9821";"10652";"";"";""
"9823";"10653";"";"";""
"9828";"10654";"";"";""
"9829";"10657";"";"";""
"9830";"10658";"";"";""
"9831";"10660";"";"";""
"9832";"10661";"";"";""
"9834";"10663";"";"";""
"9835";"10664";"";"";""
"9837";"10669";"";"";""
"9841";"10670";"";"";""
"9842";"10677";"";"";""
"9843";"10678";"";"";""
"9845";"10679";"";"";""
"9846";"10681";"";"";""
"9847";"10685";"";"";""
"9848";"10687";"";"";""
"9850";"10688";"";"";""
"9854";"10689";"";"";""
"9857";"10691";"";"";""
"9858";"10697";"";"";""
"9860";"10698";"";"";""
"9863";"10699";"";"";""
"9864";"10702";"";"";""
"9868";"10705";"";"";""
"9873";"10706";"";"";""
"9876";"10707";"";"";""
"9877";"10710";"";"";""
"9880";"10711";"";"";""
"9885";"10713";"";"";""
"9886";"10714";"";"";""
"9889";"10719";"";"";""
"9890";"10721";"";"";""
"9893";"10724";"";"";""
"9894";"10725";"";"";""
"9896";"10727";"";"";""
"9897";"10729";"";"";""
"9899";"10730";"";"";""
"9900";"10731";"";"";""
"9901";"10732";"";"";""
"9904";"10733";"";"";""
"9906";"10735";"";"";""
"9907";"10737";"";"";""
"9908";"10738";"";"";""
"9910";"10744";"";"";""
"9914";"10746";"";"";""
"9915";"10747";"";"";""
"9917";"10748";"";"";""
"9919";"10753";"";"";""
"9922";"10754";"";"";""
"9923";"10757";"";"";""
"9924";"10758";"";"";""
"9926";"10759";"";"";""
"9929";"10763";"";"";""
"9932";"10764";"";"";""
"9937";"10766";"";"";""
"9940";"10769";"";"";""
"9941";"10770";"";"";""
"9942";"10771";"";"";""
"9948";"10779";"";"";""
"9951";"10783";"";"";""
"9952";"10785";"";"";""
"9953";"10786";"";"";""
"9957";"10788";"";"";""
"9959";"10791";"";"";""
"9960";"10792";"";"";""
"9962";"10794";"";"";""
"9964";"10795";"";"";""
"9965";"10798";"";"";""
"9966";"10799";"";"";""
"9967";"10802";"";"";""
"9968";"10805";"";"";""
"9973";"10810";"";"";""
"9975";"10812";"";"";""
"9977";"10816";"";"";""
"9978";"10818";"";"";""
"9980";"10819";"";"";""
"9981";"10820";"";"";""
"9982";"10821";"";"";""
"9984";"10823";"";"";""
"9985";"10824";"";"";""
"9986";"10826";"";"";""
"9987";"10828";"";"";""
"9988";"10830";"";"";""
"9990";"10831";"";"";""
"9991";"10832";"";"";""
"9995";"10834";"";"";""
"9996";"10835";"";"";""
"9997";"10836";"";"";""
"10000";"10837";"";"";""
"10001";"10839";"";"";""
"10002";"10841";"";"";""
"10003";"10844";"";"";""
"10004";"10846";"";"";""
"10005";"10848";"";"";""
"10007";"10851";"";"";""
"10008";"10853";"";"";""
"10014";"10854";"";"";""
"10015";"10856";"";"";""
"10019";"10859";"";"";""
"10022";"10861";"";"";""
"10024";"10862";"";"";""
"10027";"10865";"";"";""
"10030";"10867";"";"";""
"10031";"10869";"";"";""
"10032";"10872";"";"";""
"10033";"10875";"";"";""
"10034";"10877";"";"";""
"10038";"10878";"";"";""
"10040";"10879";"";"";""
"10044";"10881";"";"";""
"10045";"10886";"";"";""
"10046";"10887";"";"";""
"10047";"10889";"";"";""
"10050";"10891";"";"";""
"10052";"10893";"";"";""
"10054";"10894";"";"";""
"10056";"10896";"";"";""
"10057";"10897";"";"";""
"10058";"10899";"";"";""
"10060";"10900";"";"";""
"10061";"10905";"";"";""
"10062";"10907";"";"";""
"10063";"10908";"";"";""
"10066";"10910";"";"";""
"10067";"10912";"";"";""
"10068";"10913";"";"";""
"10069";"10914";"";"";""
"10071";"10915";"";"";""
"10074";"10916";"";"";""
"10076";"10920";"";"";""
"10078";"10921";"";"";""
"10079";"10925";"";"";""
"10080";"10927";"";"";""
"10081";"10929";"";"";""
"10085";"10930";"";"";""
"10089";"10931";"";"";""
"10090";"10933";"";"";""
"10091";"10934";"";"";""
"10092";"10937";"";"";""
"10095";"10941";"";"";""
"10097";"10942";"";"";""
"10099";"10946";"";"";""
"10101";"10949";"";"";""
"10104";"10950";"";"";""
"10105";"10954";"";"";""
"10106";"10956";"";"";""
"10110";"10959";"";"";""
"10112";"10960";"";"";""
"10114";"10963";"";"";""
"10116";"10966";"";"";""
"10117";"10968";"";"";""
"10119";"10969";"";"";""
"10122";"10973";"";"";""
"10124";"10974";"";"";""
"10126";"10975";"";"";""
"10128";"10976";"";"";""
"10129";"10979";"";"";""
"10130";"10980";"";"";""
"10131";"10984";"";"";""
"10132";"10988";"";"";""
"10135";"10991";"";"";""
"10136";"10996";"";"";""
"10141";"10998";"";"";""
"10142";"11000";"";"";""
"10143";"11005";"";"";""
"10144";"11018";"";"";""
"10148";"11021";"";"";""
"10149";"11022";"";"";""
"10150";"11023";"";"";""
"10151";"11037";"";"";""
"10155";"11039";"";"";""
"10156";"11041";"";"";""
"10158";"11042";"";"";""
"10162";"11044";"";"";""
"10163";"11045";"";"";""
"10166";"11046";"";"";""
"10168";"11048";"";"";""
"10169";"11052";"";"";""
"10170";"11058";"";"";""
"10171";"11059";"";"";""
"10172";"11062";"";"";""
"10179";"11063";"";"";""
"10181";"11066";"";"";""
"10182";"11067";"";"";""
"10183";"11072";"";"";""
"10185";"11074";"";"";""
"10187";"11075";"";"";""
"10189";"11077";"";"";""
"10190";"11078";"";"";""
"10191";"11081";"";"";""
"10196";"11082";"";"";""
"10197";"11084";"";"";""
"10198";"11085";"";"";""
"10201";"11086";"";"";""
"10202";"11088";"";"";""
"10205";"11090";"";"";""
"10207";"11093";"";"";""
"10208";"11095";"";"";""
"10210";"11097";"";"";""
"10211";"11098";"";"";""
"10217";"11099";"";"";""
"10218";"11100";"";"";""
"10220";"11102";"";"";""
"10221";"11106";"";"";""
"10223";"11107";"";"";""
"10224";"11108";"";"";""
"10225";"11109";"";"";""
"10227";"11113";"";"";""
"10232";"11114";"";"";""
"10233";"11115";"";"";""
"10234";"11116";"";"";""
"10236";"11117";"";"";""
"10238";"11121";"";"";""
"10239";"11125";"";"";""
"10243";"11126";"";"";""
"10244";"11133";"";"";""
"10248";"11134";"";"";""
"10249";"11137";"";"";""
"10252";"11140";"";"";""
"10257";"11143";"";"";""
"10259";"11144";"";"";""
"10261";"11146";"";"";""
"10263";"11147";"";"";""
"10264";"11150";"";"";""
"10265";"11156";"";"";""
"10268";"11157";"";"";""
"10269";"11158";"";"";""
"10270";"11159";"";"";""
"10271";"11160";"";"";""
"10273";"11165";"";"";""
"10274";"11166";"";"";""
"10280";"11171";"";"";""
"10282";"11172";"";"";""
"10283";"11178";"";"";""
"10284";"11179";"";"";""
"10285";"11180";"";"";""
"10287";"11183";"";"";""
"10289";"11184";"";"";""
"10294";"11188";"";"";""
"10295";"11189";"";"";""
"10296";"11192";"";"";""
"10297";"11194";"";"";""
"10299";"11196";"";"";""
"10300";"11199";"";"";""
"10301";"11201";"";"";""
"10302";"11203";"";"";""
"10303";"11204";"";"";""
"10306";"11206";"";"";""
"10307";"11207";"";"";""
"10309";"11208";"";"";""
"10310";"11211";"";"";""
"10313";"11212";"";"";""
"10314";"11213";"";"";""
"10315";"11214";"";"";""
"10317";"11217";"";"";""
"10318";"11221";"";"";""
"10320";"11222";"";"";""
"10323";"11224";"";"";""
"10327";"11225";"";"";""
"10328";"11226";"";"";""
"10329";"11228";"";"";""
"10336";"11234";"";"";""
"10338";"11241";"";"";""
"10339";"11242";"";"";""
"10340";"11243";"";"";""
"10342";"11244";"";"";""
"10344";"11245";"";"";""
"10346";"11246";"";"";""
"10348";"11249";"";"";""
"10351";"11250";"";"";""
"10352";"11253";"";"";""
"10353";"11255";"";"";""
"10356";"11257";"";"";""
"10358";"11258";"";"";""
"10359";"11263";"";"";""
"10363";"11267";"";"";""
"10364";"11268";"";"";""
"10368";"11269";"";"";""
"10369";"11272";"";"";""
"10371";"11273";"";"";""
"10373";"11276";"";"";""
"10375";"11279";"";"";""
"10376";"11282";"";"";""
"10377";"11283";"";"";""
"10378";"11284";"";"";""
"10379";"11285";"";"";""
"10382";"11290";"";"";""
"10386";"11294";"";"";""
"10389";"11298";"";"";""
"10390";"11300";"";"";""
"10391";"11301";"";"";""
"10392";"11302";"";"";""
"10393";"11304";"";"";""
"10395";"11305";"";"";""
"10403";"11307";"";"";""
"10405";"11309";"";"";""
"10406";"11313";"";"";""
"10410";"11314";"";"";""
"10412";"11315";"";"";""
"10413";"11316";"";"";""
"10415";"11318";"";"";""
"10416";"11324";"";"";""
"10417";"11325";"";"";""
"10418";"11326";"";"";""
"10421";"11328";"";"";""
"10422";"11329";"";"";""
"10423";"11330";"";"";""
"10425";"11331";"";"";""
"10427";"11334";"";"";""
"10428";"11339";"";"";""
"10429";"11341";"";"";""
"10431";"11343";"";"";""
"10433";"11349";"";"";""
"10435";"11350";"";"";""
"10436";"11351";"";"";""
"10437";"11352";"";"";""
"10440";"11355";"";"";""
"10444";"11360";"";"";""
"10446";"11362";"";"";""
"10447";"11365";"";"";""
"10448";"11368";"";"";""
"10449";"11370";"";"";""
"10450";"11372";"";"";""
"10455";"11374";"";"";""
"10456";"11375";"";"";""
"10459";"11376";"";"";""
"10460";"11377";"";"";""
"10461";"11378";"";"";""
"10462";"11379";"";"";""
"10463";"11380";"";"";""
"10464";"11382";"";"";""
"10468";"11389";"";"";""
"10469";"11391";"";"";""
"10470";"11393";"";"";""
"10471";"11394";"";"";""
"10472";"11395";"";"";""
"10474";"11396";"";"";""
"10475";"11398";"";"";""
"10476";"11399";"";"";""
"10478";"11402";"";"";""
"10483";"11403";"";"";""
"10484";"11405";"";"";""
"10486";"11406";"";"";""
"10488";"11408";"";"";""
"10489";"11409";"";"";""
"10490";"11410";"";"";""
"10492";"11411";"";"";""
"10495";"11417";"";"";""
"10497";"11418";"";"";""
"10498";"11419";"";"";""
"10500";"11427";"";"";""
"10503";"11431";"";"";""
"10505";"11432";"";"";""
"10506";"11434";"";"";""
"10507";"11435";"";"";""
"10510";"11437";"";"";""
"10511";"11438";"";"";""
"10513";"11439";"";"";""
"10515";"11440";"";"";""
"10517";"11442";"";"";""
"10518";"11445";"";"";""
"10519";"11447";"";"";""
"10521";"11453";"";"";""
"10524";"11456";"";"";""
"10525";"11459";"";"";""
"10528";"11462";"";"";""
"10530";"11463";"";"";""
"10532";"11472";"";"";""
"10533";"11473";"";"";""
"10536";"11474";"";"";""
"10538";"11475";"";"";""
"10539";"11477";"";"";""
"10540";"11484";"";"";""
"10542";"11485";"";"";""
"10546";"11486";"";"";""
"10548";"11487";"";"";""
"10549";"11488";"";"";""
"10550";"11490";"";"";""
"10552";"11491";"";"";""
"10556";"11492";"";"";""
"10558";"11494";"";"";""
"10560";"11495";"";"";""
"10564";"11497";"";"";""
"10569";"11499";"";"";""
"10572";"11501";"";"";""
"10573";"11503";"";"";""
"10575";"11505";"";"";""
"10576";"11506";"";"";""
"10577";"11507";"";"";""
"10578";"11509";"";"";""
"10580";"11511";"";"";""
"10581";"11512";"";"";""
"10582";"11514";"";"";""
"10585";"11515";"";"";""
"10587";"11520";"";"";""
"10588";"11521";"";"";""
"10589";"11522";"";"";""
"10590";"11524";"";"";""
"10595";"11526";"";"";""
"10600";"11528";"";"";""
"10603";"11529";"";"";""
"10604";"11530";"";"";""
"10606";"11533";"";"";""
"10621";"11534";"";"";""
"10622";"11535";"";"";""
"10623";"11539";"";"";""
"10624";"11541";"";"";""
"10626";"11545";"";"";""
"10628";"11547";"";"";""
"10629";"11548";"";"";""
"10633";"11551";"";"";""
"10634";"11554";"";"";""
"10635";"11560";"";"";""
"10636";"11561";"";"";""
"10638";"11564";"";"";""
"10640";"11565";"";"";""
"10641";"11567";"";"";""
"10646";"11568";"";"";""
"10648";"11574";"";"";""
"10649";"11575";"";"";""
"10650";"11577";"";"";""
"10652";"11579";"";"";""
"10653";"11580";"";"";""
"10654";"11582";"";"";""
"10656";"11585";"";"";""
"10657";"11586";"";"";""
"10661";"11587";"";"";""
"10663";"11589";"";"";""
"10664";"11590";"";"";""
"10668";"11593";"";"";""
"10669";"11594";"";"";""
"10676";"11599";"";"";""
"10678";"11600";"";"";""
"10679";"11606";"";"";""
"10684";"11608";"";"";""
"10685";"11609";"";"";""
"10686";"11610";"";"";""
"10687";"11615";"";"";""
"10688";"11622";"";"";""
"10689";"11624";"";"";""
"10690";"11625";"";"";""
"10691";"11626";"";"";""
"10697";"11628";"";"";""
"10698";"11630";"";"";""
"10699";"11631";"";"";""
"10702";"11632";"";"";""
"10705";"11633";"";"";""
"10706";"11635";"";"";""
"10707";"11640";"";"";""
"10708";"11641";"";"";""
"10709";"11644";"";"";""
"10710";"11646";"";"";""
"10711";"11647";"";"";""
"10713";"11648";"";"";""
"10714";"11650";"";"";""
"10715";"11652";"";"";""
"10719";"11654";"";"";""
"10721";"11656";"";"";""
"10723";"11662";"";"";""
"10724";"11666";"";"";""
"10725";"11667";"";"";""
"10727";"11670";"";"";""
"10729";"11672";"";"";""
"10730";"11674";"";"";""
"10731";"11676";"";"";""
"10732";"11679";"";"";""
"10733";"11680";"";"";""
"10735";"11683";"";"";""
"10737";"11686";"";"";""
"10738";"11694";"";"";""
"10743";"11696";"";"";""
"10744";"11699";"";"";""
"10746";"11701";"";"";""
"10747";"11704";"";"";""
"10751";"11705";"";"";""
"10753";"11708";"";"";""
"10754";"11711";"";"";""
"10756";"11712";"";"";""
"10757";"11713";"";"";""
"10758";"11715";"";"";""
"10759";"11722";"";"";""
"10762";"11724";"";"";""
"10763";"11731";"";"";""
"10764";"11732";"";"";""
"10765";"11733";"";"";""
"10766";"11734";"";"";""
"10769";"11736";"";"";""
"10770";"11738";"";"";""
"10771";"11741";"";"";""
"10774";"11742";"";"";""
"10775";"11743";"";"";""
"10779";"11745";"";"";""
"10781";"11746";"";"";""
"10782";"11748";"";"";""
"10783";"11751";"";"";""
"10785";"11752";"";"";""
"10786";"11753";"";"";""
"10791";"11754";"";"";""
"10792";"11759";"";"";""
"10794";"11762";"";"";""
"10797";"11764";"";"";""
"10798";"11765";"";"";""
"10799";"11768";"";"";""
"10802";"11769";"";"";""
"10805";"11770";"";"";""
"10806";"11771";"";"";""
"10810";"11773";"";"";""
"10811";"11774";"";"";""
"10812";"11777";"";"";""
"10813";"11778";"";"";""
"10816";"11779";"";"";""
"10819";"11781";"";"";""
"10820";"11783";"";"";""
"10823";"11784";"";"";""
"10824";"11786";"";"";""
"10826";"11788";"";"";""
"10828";"11789";"";"";""
"10831";"11792";"";"";""
"10832";"11793";"";"";""
"10834";"11795";"";"";""
"10835";"11796";"";"";""
"10836";"11797";"";"";""
"10839";"11798";"";"";""
"10841";"11800";"";"";""
"10846";"11801";"";"";""
"10848";"11802";"";"";""
"10849";"11803";"";"";""
"10851";"11807";"";"";""
"10852";"11808";"";"";""
"10853";"11812";"";"";""
"10856";"11815";"";"";""
"10858";"11816";"";"";""
"10861";"11818";"";"";""
"10862";"11822";"";"";""
"10864";"11828";"";"";""
"10865";"11832";"";"";""
"10867";"11834";"";"";""
"10872";"11835";"";"";""
"10874";"11837";"";"";""
"10875";"11838";"";"";""
"10877";"11839";"";"";""
"10879";"11841";"";"";""
"10880";"11842";"";"";""
"10884";"11844";"";"";""
"10886";"11845";"";"";""
"10887";"11846";"";"";""
"10889";"11850";"";"";""
"10890";"11851";"";"";""
"10891";"11855";"";"";""
"10893";"11858";"";"";""
"10894";"11859";"";"";""
"10896";"11860";"";"";""
"10897";"11861";"";"";""
"10899";"11863";"";"";""
"10900";"11865";"";"";""
"10904";"11867";"";"";""
"10905";"11869";"";"";""
"10907";"11871";"";"";""
"10908";"11876";"";"";""
"10910";"11877";"";"";""
"10911";"11883";"";"";""
"10913";"11884";"";"";""
"10914";"11885";"";"";""
"10915";"11887";"";"";""
"10916";"11889";"";"";""
"10921";"11891";"";"";""
"10925";"11895";"";"";""
"10926";"11896";"";"";""
"10927";"11904";"";"";""
"10929";"11908";"";"";""
"10930";"11915";"";"";""
"10931";"11917";"";"";""
"10933";"11918";"";"";""
"10934";"11920";"";"";""
"10937";"11921";"";"";""
"10939";"11923";"";"";""
"10941";"11924";"";"";""
"10942";"11925";"";"";""
"10944";"11929";"";"";""
"10945";"11933";"";"";""
"10946";"11939";"";"";""
"10947";"11941";"";"";""
"10949";"11946";"";"";""
"10950";"11947";"";"";""
"10951";"11948";"";"";""
"10952";"11949";"";"";""
"10954";"11952";"";"";""
"10956";"11953";"";"";""
"10959";"11955";"";"";""
"10960";"11959";"";"";""
"10963";"11966";"";"";""
"10966";"11968";"";"";""
"10969";"11969";"";"";""
"10972";"11970";"";"";""
"10973";"11971";"";"";""
"10975";"11974";"";"";""
"10976";"11975";"";"";""
"10977";"11977";"";"";""
"10978";"11978";"";"";""
"10979";"11981";"";"";""
"10980";"11982";"";"";""
"10983";"11984";"";"";""
"10984";"11985";"";"";""
"10988";"11987";"";"";""
"10991";"11988";"";"";""
"10996";"11989";"";"";""
"10997";"11992";"";"";""
"10999";"11996";"";"";""
"11000";"11997";"";"";""
"11005";"11998";"";"";""
"11011";"11999";"";"";""
"11015";"12007";"";"";""
"11017";"12008";"";"";""
"11018";"12010";"";"";""
"11021";"12012";"";"";""
"11022";"12013";"";"";""
"11023";"12015";"";"";""
"11025";"12018";"";"";""
"11027";"12020";"";"";""
"11028";"12022";"";"";""
"11035";"12023";"";"";""
"11036";"12028";"";"";""
"11037";"12030";"";"";""
"11039";"12032";"";"";""
"11040";"12033";"";"";""
"11041";"12036";"";"";""
"11042";"12038";"";"";""
"11044";"12041";"";"";""
"11045";"12042";"";"";""
"11049";"12044";"";"";""
"11052";"12051";"";"";""
"11056";"12054";"";"";""
"11058";"12057";"";"";""
"11062";"12058";"";"";""
"11063";"12060";"";"";""
"11064";"12061";"";"";""
"11067";"12063";"";"";""
"11068";"12064";"";"";""
"11069";"12065";"";"";""
"11072";"12066";"";"";""
"11075";"12067";"";"";""
"11078";"12069";"";"";""
"11082";"12070";"";"";""
"11083";"12072";"";"";""
"11084";"12073";"";"";""
"11088";"12074";"";"";""
"11092";"12075";"";"";""
"11093";"12076";"";"";""
"11094";"12077";"";"";""
"11095";"12078";"";"";""
"11096";"12081";"";"";""
"11097";"12082";"";"";""
"11098";"12085";"";"";""
"11100";"12086";"";"";""
"11101";"12088";"";"";""
"11102";"12089";"";"";""
"11103";"12090";"";"";""
"11106";"12092";"";"";""
"11107";"12099";"";"";""
"11108";"12103";"";"";""
"11110";"12105";"";"";""
"11113";"12106";"";"";""
"11114";"12108";"";"";""
"11116";"12111";"";"";""
"11117";"12112";"";"";""
"11118";"12113";"";"";""
"11119";"12114";"";"";""
"11121";"12116";"";"";""
"11122";"12117";"";"";""
"11125";"12119";"";"";""
"11126";"12123";"";"";""
"11130";"12126";"";"";""
